n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,avg_logloss,avg_accuracy,prediction,up_prob,down_prob
200,5,0.03,0.8,0.7,0.5,1.0,0.6670951545238495,0.5866724570400069,DOWN,0.44247663021087646,0.5575233697891235
300,5,0.03,0.8,0.7,0.5,1.0,0.6670951545238495,0.5866724570400069,DOWN,0.44247663021087646,0.5575233697891235
100,5,0.03,0.8,0.7,0.5,1.0,0.6670951545238495,0.5866724570400069,DOWN,0.44247663021087646,0.5575233697891235
300,7,0.03,0.8,0.7,0.5,1.0,0.6679795235395432,0.5903076621733638,UP,0.5026730298995972,0.49732697010040283
100,7,0.03,0.8,0.7,0.5,1.0,0.6679795235395432,0.5903076621733638,UP,0.5026730298995972,0.49732697010040283
200,7,0.03,0.8,0.7,0.5,1.0,0.6679795235395432,0.5903076621733638,UP,0.5026730298995972,0.49732697010040283
300,7,0.05,0.6,0.7,0.0,3.0,0.6682844310998917,0.5860160464522226,DOWN,0.4372546970844269,0.5627453327178955
200,7,0.05,0.6,0.7,0.0,3.0,0.6682844310998917,0.5860160464522226,DOWN,0.4372546970844269,0.5627453327178955
100,7,0.05,0.6,0.7,0.0,3.0,0.6682844310998917,0.5860160464522226,DOWN,0.4372546970844269,0.5627453327178955
100,7,0.05,0.8,0.7,0.0,3.0,0.6688087284564972,0.5840886817300512,DOWN,0.4836091697216034,0.5163908004760742
200,7,0.05,0.8,0.7,0.0,3.0,0.6688087284564972,0.5840886817300512,DOWN,0.4836091697216034,0.5163908004760742
300,7,0.05,0.8,0.7,0.0,3.0,0.6688087284564972,0.5840886817300512,DOWN,0.4836091697216034,0.5163908004760742
300,7,0.01,0.6,0.7,0.0,1.0,0.6688602119684219,0.5666184135554979,DOWN,0.42016172409057617,0.5798382759094238
200,7,0.01,0.6,0.7,0.0,1.0,0.6688602119684219,0.5666184135554979,DOWN,0.42016172409057617,0.5798382759094238
300,7,0.01,0.6,0.7,0.0,3.0,0.669159322977066,0.5699908558881921,DOWN,0.44334715604782104,0.556652843952179
200,7,0.01,0.6,0.7,0.0,3.0,0.669159322977066,0.5699908558881921,DOWN,0.44334715604782104,0.556652843952179
100,7,0.05,0.6,1.0,0.5,1.0,0.6691694557666779,0.5960003261186728,DOWN,0.46447259187698364,0.5355274081230164
300,7,0.05,0.6,1.0,0.5,1.0,0.6691694557666779,0.5960003261186728,DOWN,0.46447259187698364,0.5355274081230164
200,7,0.05,0.6,1.0,0.5,1.0,0.6691694557666779,0.5960003261186728,DOWN,0.46447259187698364,0.5355274081230164
100,7,0.03,0.6,0.7,0.5,3.0,0.6691747307777405,0.592341377257379,DOWN,0.3865586221218109,0.6134413480758667
200,7,0.03,0.6,0.7,0.5,3.0,0.6691747307777405,0.592341377257379,DOWN,0.3865586221218109,0.6134413480758667
300,7,0.03,0.6,0.7,0.5,3.0,0.6691747307777405,0.592341377257379,DOWN,0.3865586221218109,0.6134413480758667
300,7,0.03,0.8,0.7,0.0,3.0,0.669221892952919,0.5832083464167837,DOWN,0.4657164216041565,0.5342835783958435
200,7,0.03,0.8,0.7,0.0,3.0,0.669221892952919,0.5832083464167837,DOWN,0.4657164216041565,0.5342835783958435
100,7,0.03,0.8,0.7,0.0,3.0,0.669221892952919,0.5832083464167837,DOWN,0.4657164216041565,0.5342835783958435
100,7,0.05,0.8,1.0,0.0,1.0,0.6692360639572144,0.5928256247831345,DOWN,0.33298778533935547,0.6670122146606445
300,7,0.05,0.8,1.0,0.0,1.0,0.6692360639572144,0.5928256247831345,DOWN,0.33298778533935547,0.6670122146606445
200,7,0.05,0.8,1.0,0.0,1.0,0.6692360639572144,0.5928256247831345,DOWN,0.33298778533935547,0.6670122146606445
100,7,0.03,0.8,1.0,0.0,1.0,0.6692475527524948,0.5897613839480282,DOWN,0.4265831410884857,0.5734168291091919
200,7,0.03,0.8,1.0,0.0,1.0,0.6692475527524948,0.5897613839480282,DOWN,0.4265831410884857,0.5734168291091919
300,7,0.03,0.8,1.0,0.0,1.0,0.6692475527524948,0.5897613839480282,DOWN,0.4265831410884857,0.5734168291091919
200,7,0.01,0.6,1.0,0.0,1.0,0.6693590134382248,0.5956075575730713,DOWN,0.4459342360496521,0.5540657639503479
