n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,avg_logloss,avg_accuracy,prediction,up_prob,down_prob
300,7,0.03,0.8,0.7,0.0,3.0,0.6735778152942657,0.5935253622054373,UP,0.5280977487564087,0.4719022512435913
200,7,0.03,0.8,0.7,0.0,3.0,0.6735778152942657,0.5935253622054373,UP,0.5280977487564087,0.4719022512435913
100,7,0.03,0.8,0.7,0.0,3.0,0.6735778152942657,0.5935253622054373,UP,0.5280977487564087,0.4719022512435913
200,7,0.05,0.6,0.7,0.5,3.0,0.6747850179672241,0.5871217746981047,UP,0.5842888951301575,0.41571110486984253
100,7,0.05,0.6,0.7,0.5,3.0,0.6747850179672241,0.5871217746981047,UP,0.5842888951301575,0.41571110486984253
300,7,0.05,0.6,0.7,0.5,3.0,0.6747850179672241,0.5871217746981047,UP,0.5842888951301575,0.41571110486984253
100,5,0.03,0.8,0.7,0.5,3.0,0.6752386093139648,0.5915485117512103,UP,0.543454647064209,0.456545352935791
200,5,0.03,0.8,0.7,0.5,3.0,0.6752386093139648,0.5915485117512103,UP,0.543454647064209,0.456545352935791
300,5,0.03,0.8,0.7,0.5,3.0,0.6752386093139648,0.5915485117512103,UP,0.543454647064209,0.456545352935791
100,7,0.05,0.6,0.7,0.5,1.0,0.6752613186836243,0.5944119068990086,UP,0.6097480654716492,0.39025193452835083
300,7,0.05,0.6,0.7,0.5,1.0,0.6752613186836243,0.5944119068990086,UP,0.6097480654716492,0.39025193452835083
200,7,0.05,0.6,0.7,0.5,1.0,0.6752613186836243,0.5944119068990086,UP,0.6097480654716492,0.39025193452835083
300,5,0.05,0.8,0.7,0.0,1.0,0.6753228604793549,0.5854973318175041,UP,0.5247961282730103,0.47520387172698975
100,5,0.05,0.8,0.7,0.0,1.0,0.6753228604793549,0.5854973318175041,UP,0.5247961282730103,0.47520387172698975
200,5,0.05,0.8,0.7,0.0,1.0,0.6753228604793549,0.5854973318175041,UP,0.5247961282730103,0.47520387172698975
200,7,0.03,0.8,0.7,0.5,3.0,0.6754431873559952,0.5953414250477315,UP,0.5390982627868652,0.46090173721313477
100,7,0.03,0.8,0.7,0.5,3.0,0.6754431873559952,0.5953414250477315,UP,0.5390982627868652,0.46090173721313477
300,7,0.03,0.8,0.7,0.5,3.0,0.6754431873559952,0.5953414250477315,UP,0.5390982627868652,0.46090173721313477
200,5,0.05,0.6,0.7,0.5,3.0,0.6755492389202118,0.580875794388403,UP,0.5963743925094604,0.40362560749053955
100,5,0.05,0.6,0.7,0.5,3.0,0.6755492389202118,0.580875794388403,UP,0.5963743925094604,0.40362560749053955
300,5,0.05,0.6,0.7,0.5,3.0,0.6755492389202118,0.580875794388403,UP,0.5963743925094604,0.40362560749053955
100,5,0.03,0.8,0.7,0.0,3.0,0.675709456205368,0.5839667448139896,UP,0.5374183654785156,0.4625816345214844
200,5,0.03,0.8,0.7,0.0,3.0,0.675709456205368,0.5839667448139896,UP,0.5374183654785156,0.4625816345214844
300,5,0.03,0.8,0.7,0.0,3.0,0.675709456205368,0.5839667448139896,UP,0.5374183654785156,0.4625816345214844
200,7,0.05,0.8,1.0,0.0,1.0,0.6757170706987381,0.5750738520807819,DOWN,0.4783337116241455,0.5216662883758545
100,7,0.05,0.8,1.0,0.0,1.0,0.6757170706987381,0.5750738520807819,DOWN,0.4783337116241455,0.5216662883758545
300,7,0.05,0.8,1.0,0.0,1.0,0.6757170706987381,0.5750738520807819,DOWN,0.4783337116241455,0.5216662883758545
200,7,0.03,0.8,1.0,0.0,3.0,0.6757950633764267,0.5882555208795041,DOWN,0.47097504138946533,0.5290249586105347
300,7,0.03,0.8,1.0,0.0,3.0,0.6757950633764267,0.5882555208795041,DOWN,0.47097504138946533,0.5290249586105347
100,7,0.03,0.8,1.0,0.0,3.0,0.6757950633764267,0.5882555208795041,DOWN,0.47097504138946533,0.5290249586105347
300,7,0.03,0.8,0.7,0.0,1.0,0.6758217662572861,0.5753182517750582,UP,0.5569419264793396,0.4430580735206604
200,7,0.03,0.8,0.7,0.0,1.0,0.6758217662572861,0.5753182517750582,UP,0.5569419264793396,0.4430580735206604
100,7,0.03,0.8,0.7,0.0,1.0,0.6758217662572861,0.5753182517750582,UP,0.5569419264793396,0.4430580735206604
100,3,0.05,0.8,0.7,0.5,1.0,0.6758445799350739,0.5839657015034778,UP,0.611343502998352,0.38865649700164795
300,3,0.05,0.8,0.7,0.5,1.0,0.6758445799350739,0.5839657015034778,UP,0.611343502998352,0.38865649700164795
200,3,0.05,0.8,0.7,0.5,1.0,0.6758445799350739,0.5839657015034778,UP,0.611343502998352,0.38865649700164795
200,7,0.05,0.8,0.7,0.0,3.0,0.6758964955806732,0.5857890675193542,DOWN,0.45358940958976746,0.5464105606079102
100,7,0.05,0.8,0.7,0.0,3.0,0.6758964955806732,0.5857890675193542,DOWN,0.45358940958976746,0.5464105606079102
300,7,0.05,0.8,0.7,0.0,3.0,0.6758964955806732,0.5857890675193542,DOWN,0.45358940958976746,0.5464105606079102
200,7,0.05,0.6,1.0,0.0,1.0,0.675921231508255,0.5853035999934035,DOWN,0.405529260635376,0.594470739364624
300,7,0.05,0.6,1.0,0.0,1.0,0.675921231508255,0.5853035999934035,DOWN,0.405529260635376,0.594470739364624
100,7,0.05,0.6,1.0,0.0,1.0,0.675921231508255,0.5853035999934035,DOWN,0.405529260635376,0.594470739364624
300,5,0.03,0.6,0.7,0.5,3.0,0.675925076007843,0.5891789684755315,UP,0.550037682056427,0.449962317943573
100,5,0.03,0.6,0.7,0.5,3.0,0.675925076007843,0.5891789684755315,UP,0.550037682056427,0.449962317943573
200,5,0.03,0.6,0.7,0.5,3.0,0.675925076007843,0.5891789684755315,UP,0.550037682056427,0.449962317943573
200,7,0.01,0.6,1.0,0.0,1.0,0.6760887056589127,0.5846213338152755,UP,0.5345690250396729,0.46543097496032715
300,7,0.01,0.6,1.0,0.0,1.0,0.6760887056589127,0.5846213338152755,UP,0.5345690250396729,0.46543097496032715
300,5,0.03,0.6,0.7,0.0,3.0,0.6761193126440048,0.5783010807350695,UP,0.5604066252708435,0.4395933747291565
100,5,0.03,0.6,0.7,0.0,3.0,0.6761193126440048,0.5783010807350695,UP,0.5604066252708435,0.4395933747291565
200,5,0.03,0.6,0.7,0.0,3.0,0.6761193126440048,0.5783010807350695,UP,0.5604066252708435,0.4395933747291565
100,7,0.01,0.6,1.0,0.0,1.0,0.6763728559017181,0.5846213338152755,UP,0.5345690250396729,0.46543097496032715
300,5,0.03,0.8,0.7,0.5,1.0,0.6764245629310608,0.5763004360701387,UP,0.5614482164382935,0.43855178356170654
200,5,0.03,0.8,0.7,0.5,1.0,0.6764245629310608,0.5763004360701387,UP,0.5614482164382935,0.43855178356170654
100,5,0.03,0.8,0.7,0.5,1.0,0.6764245629310608,0.5763004360701387,UP,0.5614482164382935,0.43855178356170654
100,5,0.05,0.6,0.7,0.0,3.0,0.6765558123588562,0.5788412126835596,UP,0.5136141180992126,0.48638588190078735
200,5,0.05,0.6,0.7,0.0,3.0,0.6765558123588562,0.5788412126835596,UP,0.5136141180992126,0.48638588190078735
300,5,0.05,0.6,0.7,0.0,3.0,0.6765558123588562,0.5788412126835596,UP,0.5136141180992126,0.48638588190078735
200,7,0.05,1.0,0.7,0.0,1.0,0.6767419576644897,0.5785050437332209,DOWN,0.47103655338287354,0.5289634466171265
100,7,0.05,1.0,0.7,0.0,1.0,0.6767419576644897,0.5785050437332209,DOWN,0.47103655338287354,0.5289634466171265
300,7,0.05,1.0,0.7,0.0,1.0,0.6767419576644897,0.5785050437332209,DOWN,0.47103655338287354,0.5289634466171265
100,7,0.05,0.6,0.7,0.0,3.0,0.6768622994422913,0.5759078820762955,UP,0.5092630386352539,0.4907369613647461
300,7,0.05,0.6,0.7,0.0,3.0,0.6768622994422913,0.5759078820762955,UP,0.5092630386352539,0.4907369613647461
200,7,0.05,0.6,0.7,0.0,3.0,0.6768622994422913,0.5759078820762955,UP,0.5092630386352539,0.4907369613647461
200,7,0.01,0.8,1.0,0.5,3.0,0.6768769025802612,0.579926516443415,DOWN,0.49987342953681946,0.5001266002655029
300,7,0.01,0.8,1.0,0.5,3.0,0.6768769025802612,0.579926516443415,DOWN,0.49987342953681946,0.5001266002655029
100,7,0.01,0.8,1.0,0.5,3.0,0.6768769025802612,0.579926516443415,DOWN,0.49987342953681946,0.5001266002655029
200,7,0.01,0.8,0.7,0.0,3.0,0.6768984645605087,0.584485270138333,UP,0.5481842756271362,0.45181572437286377
300,7,0.01,0.8,0.7,0.0,3.0,0.6768984645605087,0.584485270138333,UP,0.5481842756271362,0.45181572437286377
200,7,0.05,1.0,0.7,0.5,3.0,0.6769167929887772,0.5848191379158897,UP,0.5721175074577332,0.42788249254226685
100,7,0.05,1.0,0.7,0.5,3.0,0.6769167929887772,0.5848191379158897,UP,0.5721175074577332,0.42788249254226685
300,7,0.05,1.0,0.7,0.5,3.0,0.6769167929887772,0.5848191379158897,UP,0.5721175074577332,0.42788249254226685
100,7,0.03,0.6,0.7,0.0,3.0,0.6769306063652039,0.5952302241333876,UP,0.5956594944000244,0.4043405055999756
200,7,0.03,0.6,0.7,0.0,3.0,0.6769306063652039,0.5952302241333876,UP,0.5956594944000244,0.4043405055999756
300,7,0.03,0.6,0.7,0.0,3.0,0.6769306063652039,0.5952302241333876,UP,0.5956594944000244,0.4043405055999756
300,7,0.03,0.6,1.0,0.5,3.0,0.6769779771566391,0.5867836831957342,DOWN,0.4816909730434418,0.5183089971542358
100,7,0.03,0.6,1.0,0.5,3.0,0.6769779771566391,0.5867836831957342,DOWN,0.4816909730434418,0.5183089971542358
200,7,0.03,0.6,1.0,0.5,3.0,0.6769779771566391,0.5867836831957342,DOWN,0.4816909730434418,0.5183089971542358
200,5,0.05,0.6,0.7,0.5,1.0,0.6770225167274475,0.5796936057854596,UP,0.5721403360366821,0.42785966396331787
300,5,0.05,0.6,0.7,0.5,1.0,0.6770225167274475,0.5796936057854596,UP,0.5721403360366821,0.42785966396331787
100,5,0.05,0.6,0.7,0.5,1.0,0.6770225167274475,0.5796936057854596,UP,0.5721403360366821,0.42785966396331787
100,7,0.03,0.8,1.0,0.5,3.0,0.6772406995296478,0.5950715231424782,DOWN,0.4880436658859253,0.5119563341140747
200,7,0.03,0.8,1.0,0.5,3.0,0.6772406995296478,0.5950715231424782,DOWN,0.4880436658859253,0.5119563341140747
300,7,0.03,0.8,1.0,0.5,3.0,0.6772406995296478,0.5950715231424782,DOWN,0.4880436658859253,0.5119563341140747
300,7,0.01,0.8,0.7,0.5,3.0,0.6772926449775696,0.5848171522603995,UP,0.5327286124229431,0.4672713875770569
200,7,0.01,0.8,0.7,0.5,3.0,0.6772926449775696,0.5848171522603995,UP,0.5327286124229431,0.4672713875770569
300,5,0.05,0.8,1.0,0.5,1.0,0.6773657351732254,0.5567460878379947,UP,0.5515630841255188,0.4484369158744812
200,5,0.05,0.8,1.0,0.5,1.0,0.6773657351732254,0.5567460878379947,UP,0.5515630841255188,0.4484369158744812
100,5,0.05,0.8,1.0,0.5,1.0,0.6773657351732254,0.5567460878379947,UP,0.5515630841255188,0.4484369158744812
300,7,0.01,0.8,1.0,0.0,3.0,0.6775354892015457,0.5790803074804354,DOWN,0.48763129115104675,0.5123686790466309
200,7,0.01,0.8,1.0,0.0,3.0,0.6775354892015457,0.5790803074804354,DOWN,0.48763129115104675,0.5123686790466309
200,5,0.05,0.8,0.7,0.5,1.0,0.677661657333374,0.5823578506255319,UP,0.5584853291511536,0.44151467084884644
300,5,0.05,0.8,0.7,0.5,1.0,0.677661657333374,0.5823578506255319,UP,0.5584853291511536,0.44151467084884644
100,5,0.05,0.8,0.7,0.5,1.0,0.677661657333374,0.5823578506255319,UP,0.5584853291511536,0.44151467084884644
100,7,0.01,0.8,1.0,0.0,3.0,0.6776818782091141,0.5780640473178338,DOWN,0.48763129115104675,0.5123686790466309
300,5,0.03,0.8,1.0,0.0,1.0,0.6776898503303528,0.5825207374791801,UP,0.5028847455978394,0.49711525440216064
200,5,0.03,0.8,1.0,0.0,1.0,0.6776898503303528,0.5825207374791801,UP,0.5028847455978394,0.49711525440216064
100,5,0.03,0.8,1.0,0.0,1.0,0.6776898503303528,0.5825207374791801,UP,0.5028847455978394,0.49711525440216064
300,7,0.03,0.6,0.7,0.0,1.0,0.677708774805069,0.5777589252690143,DOWN,0.49927470088005066,0.500725269317627
100,7,0.03,0.6,0.7,0.0,1.0,0.677708774805069,0.5777589252690143,DOWN,0.49927470088005066,0.500725269317627
200,7,0.03,0.6,0.7,0.0,1.0,0.677708774805069,0.5777589252690143,DOWN,0.49927470088005066,0.500725269317627
200,5,0.03,0.8,1.0,0.5,1.0,0.6777211278676987,0.5789607600819975,UP,0.54052734375,0.45947265625
100,5,0.03,0.8,1.0,0.5,1.0,0.6777211278676987,0.5789607600819975,UP,0.54052734375,0.45947265625
300,5,0.03,0.8,1.0,0.5,1.0,0.6777211278676987,0.5789607600819975,UP,0.54052734375,0.45947265625
100,5,0.03,0.8,1.0,0.0,3.0,0.6777975708246231,0.5850285067769748,DOWN,0.4935092329978943,0.5064907670021057
300,5,0.03,0.8,1.0,0.0,3.0,0.6777975708246231,0.5850285067769748,DOWN,0.4935092329978943,0.5064907670021057
200,5,0.03,0.8,1.0,0.0,3.0,0.6777975708246231,0.5850285067769748,DOWN,0.4935092329978943,0.5064907670021057
100,3,0.05,0.8,0.7,0.0,1.0,0.6778276413679123,0.5895315401181498,UP,0.5344997048377991,0.4655002951622009
200,3,0.05,0.8,0.7,0.0,1.0,0.6778276413679123,0.5895315401181498,UP,0.5344997048377991,0.4655002951622009
300,3,0.05,0.8,0.7,0.0,1.0,0.6778276413679123,0.5895315401181498,UP,0.5344997048377991,0.4655002951622009
300,5,0.01,0.6,0.7,0.0,1.0,0.6779247373342514,0.5769848898348238,UP,0.5044681429862976,0.4955318570137024
200,5,0.01,0.6,0.7,0.0,1.0,0.6779247373342514,0.5769848898348238,UP,0.5044681429862976,0.4955318570137024
200,5,0.01,0.8,1.0,0.5,3.0,0.6780286878347397,0.5835205570874271,UP,0.5191874504089355,0.48081254959106445
300,5,0.01,0.8,1.0,0.5,3.0,0.6780286878347397,0.5835205570874271,UP,0.5191874504089355,0.48081254959106445
300,7,0.03,0.8,1.0,0.5,1.0,0.6780489534139633,0.58148182738192,DOWN,0.48019659519195557,0.5198034048080444
200,7,0.03,0.8,1.0,0.5,1.0,0.6780489534139633,0.58148182738192,DOWN,0.48019659519195557,0.5198034048080444
100,7,0.03,0.8,1.0,0.5,1.0,0.6780489534139633,0.58148182738192,DOWN,0.48019659519195557,0.5198034048080444
300,5,0.05,0.6,0.7,0.0,1.0,0.6780583411455154,0.5766437567457597,UP,0.538960874080658,0.46103912591934204
100,5,0.05,0.6,0.7,0.0,1.0,0.6780583411455154,0.5766437567457597,UP,0.538960874080658,0.46103912591934204
200,5,0.05,0.6,0.7,0.0,1.0,0.6780583411455154,0.5766437567457597,UP,0.538960874080658,0.46103912591934204
200,7,0.01,0.6,1.0,0.5,1.0,0.6780634522438049,0.5945375879536003,UP,0.555148184299469,0.444851815700531
300,7,0.01,0.6,1.0,0.5,1.0,0.6780634522438049,0.5945375879536003,UP,0.555148184299469,0.444851815700531
300,7,0.05,0.6,1.0,0.5,1.0,0.6781075745820999,0.549287124437664,UP,0.5063535571098328,0.49364644289016724
100,7,0.05,0.6,1.0,0.5,1.0,0.6781075745820999,0.549287124437664,UP,0.5063535571098328,0.49364644289016724
200,7,0.05,0.6,1.0,0.5,1.0,0.6781075745820999,0.549287124437664,UP,0.5063535571098328,0.49364644289016724
100,5,0.01,0.8,1.0,0.5,3.0,0.6782018095254898,0.5806469938690363,UP,0.5035549998283386,0.4964450001716614
200,7,0.03,1.0,0.7,0.0,1.0,0.6782137453556061,0.5846346570587865,DOWN,0.4990803301334381,0.5009196996688843
100,7,0.03,1.0,0.7,0.0,1.0,0.6782137453556061,0.5846346570587865,DOWN,0.4990803301334381,0.5009196996688843
300,7,0.03,1.0,0.7,0.0,1.0,0.6782137453556061,0.5846346570587865,DOWN,0.4990803301334381,0.5009196996688843
100,7,0.05,1.0,0.7,0.5,1.0,0.6782322376966476,0.5889924009974048,UP,0.5087504386901855,0.49124956130981445
300,7,0.05,1.0,0.7,0.5,1.0,0.6782322376966476,0.5889924009974048,UP,0.5087504386901855,0.49124956130981445
200,7,0.05,1.0,0.7,0.5,1.0,0.6782322376966476,0.5889924009974048,UP,0.5087504386901855,0.49124956130981445
100,7,0.01,0.6,1.0,0.5,1.0,0.6782556474208832,0.5923824155398072,UP,0.5541638731956482,0.4458361268043518
200,3,0.05,0.8,0.7,0.5,3.0,0.6784394085407257,0.5629994596661204,UP,0.5372685194015503,0.4627314805984497
300,3,0.05,0.8,0.7,0.5,3.0,0.6784394085407257,0.5629994596661204,UP,0.5372685194015503,0.4627314805984497
100,3,0.05,0.8,0.7,0.5,3.0,0.6784394085407257,0.5629994596661204,UP,0.5372685194015503,0.4627314805984497
300,7,0.03,0.8,1.0,0.0,1.0,0.6784538477659225,0.5687403767225983,DOWN,0.48862889409065247,0.5113711357116699
200,7,0.03,0.8,1.0,0.0,1.0,0.6784538477659225,0.5687403767225983,DOWN,0.48862889409065247,0.5113711357116699
100,7,0.03,0.8,1.0,0.0,1.0,0.6784538477659225,0.5687403767225983,DOWN,0.48862889409065247,0.5113711357116699
300,5,0.05,0.8,0.7,0.0,3.0,0.6785301268100739,0.5755605017448527,UP,0.5306857228279114,0.4693142771720886
100,5,0.05,0.8,0.7,0.0,3.0,0.6785301268100739,0.5755605017448527,UP,0.5306857228279114,0.4693142771720886
200,5,0.05,0.8,0.7,0.0,3.0,0.6785301268100739,0.5755605017448527,UP,0.5306857228279114,0.4693142771720886
200,5,0.01,0.6,1.0,0.5,1.0,0.6785733103752136,0.5739268836214049,UP,0.5650429129600525,0.4349570870399475
300,5,0.01,0.6,1.0,0.5,1.0,0.6785733103752136,0.5739268836214049,UP,0.5650429129600525,0.4349570870399475
200,7,0.05,0.8,0.7,0.5,3.0,0.6786602437496185,0.5668810375285522,DOWN,0.4626254737377167,0.5373744964599609
300,7,0.05,0.8,0.7,0.5,3.0,0.6786602437496185,0.5668810375285522,DOWN,0.4626254737377167,0.5373744964599609
100,7,0.05,0.8,0.7,0.5,3.0,0.6786602437496185,0.5668810375285522,DOWN,0.4626254737377167,0.5373744964599609
200,7,0.03,0.6,0.7,0.5,1.0,0.6787212193012238,0.5846130630553315,UP,0.5404922962188721,0.45950770378112793
100,7,0.03,0.6,0.7,0.5,1.0,0.6787212193012238,0.5846130630553315,UP,0.5404922962188721,0.45950770378112793
300,7,0.03,0.6,0.7,0.5,1.0,0.6787212193012238,0.5846130630553315,UP,0.5404922962188721,0.45950770378112793
100,3,0.03,0.8,0.7,0.5,3.0,0.6787246614694595,0.5778279436248848,UP,0.5497130751609802,0.4502869248390198
300,3,0.03,0.8,0.7,0.5,3.0,0.6787246614694595,0.5778279436248848,UP,0.5497130751609802,0.4502869248390198
200,3,0.03,0.8,0.7,0.5,3.0,0.6787246614694595,0.5778279436248848,UP,0.5497130751609802,0.4502869248390198
200,5,0.01,0.6,0.7,0.0,3.0,0.6788466423749924,0.5598744333730128,UP,0.5398170351982117,0.46018296480178833
300,5,0.01,0.6,0.7,0.0,3.0,0.6788466423749924,0.5598744333730128,UP,0.5398170351982117,0.46018296480178833
100,5,0.01,0.6,1.0,0.5,1.0,0.6788730472326279,0.5749431437840065,UP,0.5650429129600525,0.4349570870399475
200,7,0.01,0.6,0.7,0.5,3.0,0.6789256930351257,0.56683363841752,DOWN,0.48348188400268555,0.5165181159973145
300,7,0.01,0.6,0.7,0.5,3.0,0.6789256930351257,0.56683363841752,DOWN,0.48348188400268555,0.5165181159973145
300,5,0.05,0.8,1.0,0.0,1.0,0.6789321899414062,0.5740915541994762,UP,0.565345048904419,0.43465495109558105
200,5,0.05,0.8,1.0,0.0,1.0,0.6789321899414062,0.5740915541994762,UP,0.565345048904419,0.43465495109558105
100,5,0.05,0.8,1.0,0.0,1.0,0.6789321899414062,0.5740915541994762,UP,0.565345048904419,0.43465495109558105
300,5,0.01,0.8,1.0,0.0,3.0,0.6789478063583374,0.5757419536359539,UP,0.5126805901527405,0.4873194098472595
200,5,0.01,0.8,1.0,0.0,3.0,0.6789478063583374,0.5757419536359539,UP,0.5126805901527405,0.4873194098472595
100,5,0.01,0.6,0.7,0.0,1.0,0.6790103018283844,0.5741113266164329,UP,0.5003381967544556,0.49966180324554443
100,5,0.01,0.6,0.7,0.5,1.0,0.6790128499269485,0.5761726683945235,UP,0.5042207837104797,0.49577921628952026
300,5,0.01,0.6,0.7,0.5,1.0,0.6790128499269485,0.5761726683945235,UP,0.5042207837104797,0.49577921628952026
200,5,0.01,0.6,0.7,0.5,1.0,0.6790128499269485,0.5761726683945235,UP,0.5042207837104797,0.49577921628952026
300,3,0.05,0.6,0.7,0.5,1.0,0.6790178269147873,0.5656307981561002,UP,0.5103045105934143,0.4896954894065857
