n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,avg_logloss,avg_accuracy,prediction,up_prob,down_prob
200,7,0.05,0.8,0.7,0.0,1.0,0.6903336197137833,0.5290528448553518,UP,0.535646915435791,0.464353084564209
100,7,0.05,0.8,0.7,0.0,1.0,0.6903336197137833,0.5290528448553518,UP,0.535646915435791,0.464353084564209
300,7,0.05,0.8,0.7,0.0,1.0,0.6903336197137833,0.5290528448553518,UP,0.535646915435791,0.464353084564209
100,3,0.05,0.6,0.7,0.0,3.0,0.6922318637371063,0.533974388746247,UP,0.5834227204322815,0.4165772795677185
300,3,0.05,0.6,0.7,0.0,3.0,0.6922318637371063,0.533974388746247,UP,0.5834227204322815,0.4165772795677185
200,3,0.05,0.6,0.7,0.0,3.0,0.6922318637371063,0.533974388746247,UP,0.5834227204322815,0.4165772795677185
200,7,0.05,0.8,0.7,0.5,3.0,0.6931510269641876,0.5305277619878902,UP,0.5208151936531067,0.4791848063468933
300,7,0.05,0.8,0.7,0.5,3.0,0.6931510269641876,0.5305277619878902,UP,0.5208151936531067,0.4791848063468933
100,7,0.05,0.8,0.7,0.5,3.0,0.6931510269641876,0.5305277619878902,UP,0.5208151936531067,0.4791848063468933
300,3,0.03,0.6,0.7,0.0,1.0,0.6940100491046906,0.5378240152242563,UP,0.5642415285110474,0.43575847148895264
200,3,0.03,0.6,0.7,0.0,1.0,0.6940100491046906,0.5378240152242563,UP,0.5642415285110474,0.43575847148895264
100,3,0.03,0.6,0.7,0.0,1.0,0.6940100491046906,0.5378240152242563,UP,0.5642415285110474,0.43575847148895264
300,7,0.05,0.8,0.7,0.0,3.0,0.6941568106412888,0.5308297541051745,UP,0.5635742545127869,0.43642574548721313
100,7,0.05,0.8,0.7,0.0,3.0,0.6941568106412888,0.5308297541051745,UP,0.5635742545127869,0.43642574548721313
200,7,0.05,0.8,0.7,0.0,3.0,0.6941568106412888,0.5308297541051745,UP,0.5635742545127869,0.43642574548721313
200,7,0.03,0.6,0.7,0.0,1.0,0.6945595592260361,0.5387743112383726,DOWN,0.4843860864639282,0.5156139135360718
100,7,0.03,0.6,0.7,0.0,1.0,0.6945595592260361,0.5387743112383726,DOWN,0.4843860864639282,0.5156139135360718
300,7,0.03,0.6,0.7,0.0,1.0,0.6945595592260361,0.5387743112383726,DOWN,0.4843860864639282,0.5156139135360718
300,3,0.05,0.6,0.7,0.5,3.0,0.6949989795684814,0.5266451534356383,UP,0.5769059062004089,0.42309409379959106
100,3,0.05,0.6,0.7,0.5,3.0,0.6949989795684814,0.5266451534356383,UP,0.5769059062004089,0.42309409379959106
200,3,0.05,0.6,0.7,0.5,3.0,0.6949989795684814,0.5266451534356383,UP,0.5769059062004089,0.42309409379959106
200,3,0.03,0.6,0.7,0.0,3.0,0.695382758975029,0.5333384531272559,UP,0.5539840459823608,0.44601595401763916
300,3,0.03,0.6,0.7,0.0,3.0,0.695382758975029,0.5333384531272559,UP,0.5539840459823608,0.44601595401763916
100,3,0.03,0.6,0.7,0.0,3.0,0.695382758975029,0.5333384531272559,UP,0.5539840459823608,0.44601595401763916
200,7,0.03,0.6,0.7,0.0,3.0,0.6956208795309067,0.5284911189034066,UP,0.5529488325119019,0.44705116748809814
300,7,0.03,0.6,0.7,0.0,3.0,0.6956208795309067,0.5284911189034066,UP,0.5529488325119019,0.44705116748809814
100,7,0.03,0.6,0.7,0.0,3.0,0.6956208795309067,0.5284911189034066,UP,0.5529488325119019,0.44705116748809814
300,5,0.05,0.6,0.7,0.5,1.0,0.6957753747701645,0.5128514315734705,UP,0.6298021078109741,0.3701978921890259
100,5,0.05,0.6,0.7,0.5,1.0,0.6957753747701645,0.5128514315734705,UP,0.6298021078109741,0.3701978921890259
200,5,0.05,0.6,0.7,0.5,1.0,0.6957753747701645,0.5128514315734705,UP,0.6298021078109741,0.3701978921890259
200,3,0.05,0.6,0.7,0.5,1.0,0.6961916238069534,0.5267379155194458,UP,0.5709686875343323,0.4290313124656677
300,3,0.05,0.6,0.7,0.5,1.0,0.6961916238069534,0.5267379155194458,UP,0.5709686875343323,0.4290313124656677
100,3,0.05,0.6,0.7,0.5,1.0,0.6961916238069534,0.5267379155194458,UP,0.5709686875343323,0.4290313124656677
200,5,0.05,0.6,1.0,0.0,1.0,0.6966276317834854,0.5117702379522036,DOWN,0.41507822275161743,0.5849217772483826
300,5,0.05,0.6,1.0,0.0,1.0,0.6966276317834854,0.5117702379522036,DOWN,0.41507822275161743,0.5849217772483826
100,5,0.05,0.6,1.0,0.0,1.0,0.6966276317834854,0.5117702379522036,DOWN,0.41507822275161743,0.5849217772483826
200,3,0.05,0.6,0.7,0.0,1.0,0.6971451342105865,0.5324489678125245,UP,0.6359074115753174,0.3640925884246826
300,3,0.05,0.6,0.7,0.0,1.0,0.6971451342105865,0.5324489678125245,UP,0.6359074115753174,0.3640925884246826
100,3,0.05,0.6,0.7,0.0,1.0,0.6971451342105865,0.5324489678125245,UP,0.6359074115753174,0.3640925884246826
100,3,0.03,0.6,0.7,0.5,1.0,0.6972465217113495,0.5174988119722237,UP,0.5649192333221436,0.43508076667785645
300,3,0.03,0.6,0.7,0.5,1.0,0.6972465217113495,0.5174988119722237,UP,0.5649192333221436,0.43508076667785645
200,3,0.03,0.6,0.7,0.5,1.0,0.6972465217113495,0.5174988119722237,UP,0.5649192333221436,0.43508076667785645
200,7,0.03,0.6,0.7,0.5,1.0,0.697308823466301,0.514750992911883,UP,0.5689172148704529,0.4310827851295471
300,7,0.03,0.6,0.7,0.5,1.0,0.697308823466301,0.514750992911883,UP,0.5689172148704529,0.4310827851295471
100,7,0.03,0.6,0.7,0.5,1.0,0.697308823466301,0.514750992911883,UP,0.5689172148704529,0.4310827851295471
200,5,0.05,0.8,0.7,0.5,1.0,0.6973607242107391,0.5194839205657031,DOWN,0.4588816463947296,0.5411183834075928
300,5,0.05,0.8,0.7,0.5,1.0,0.6973607242107391,0.5194839205657031,DOWN,0.4588816463947296,0.5411183834075928
100,5,0.05,0.8,0.7,0.5,1.0,0.6973607242107391,0.5194839205657031,DOWN,0.4588816463947296,0.5411183834075928
200,7,0.05,0.6,0.7,0.5,3.0,0.6973696947097778,0.5295249007929497,UP,0.5514936447143555,0.44850635528564453
300,7,0.05,0.6,0.7,0.5,3.0,0.6973696947097778,0.5295249007929497,UP,0.5514936447143555,0.44850635528564453
100,7,0.05,0.6,0.7,0.5,3.0,0.6973696947097778,0.5295249007929497,UP,0.5514936447143555,0.44850635528564453
100,7,0.03,0.6,0.7,0.5,3.0,0.6980398744344711,0.5389186078131841,UP,0.5924335718154907,0.4075664281845093
200,7,0.03,0.6,0.7,0.5,3.0,0.6980398744344711,0.5389186078131841,UP,0.5924335718154907,0.4075664281845093
300,7,0.03,0.6,0.7,0.5,3.0,0.6980398744344711,0.5389186078131841,UP,0.5924335718154907,0.4075664281845093
300,3,0.03,1.0,0.7,0.5,1.0,0.6983321905136108,0.53500920132561,UP,0.5297117233276367,0.4702882766723633
200,3,0.03,1.0,0.7,0.5,1.0,0.6983321905136108,0.53500920132561,UP,0.5297117233276367,0.4702882766723633
200,3,0.03,0.8,0.7,0.5,3.0,0.6984502375125885,0.5165248100922455,UP,0.5132456421852112,0.4867543578147888
100,3,0.03,0.8,0.7,0.5,3.0,0.6984502375125885,0.5165248100922455,UP,0.5132456421852112,0.4867543578147888
300,3,0.03,0.8,0.7,0.5,3.0,0.6984502375125885,0.5165248100922455,UP,0.5132456421852112,0.4867543578147888
200,7,0.05,0.8,0.7,0.5,1.0,0.6984858959913254,0.5252495994192463,UP,0.5569729208946228,0.4430270791053772
300,7,0.05,0.8,0.7,0.5,1.0,0.6984858959913254,0.5252495994192463,UP,0.5569729208946228,0.4430270791053772
100,7,0.05,0.8,0.7,0.5,1.0,0.6984858959913254,0.5252495994192463,UP,0.5569729208946228,0.4430270791053772
100,5,0.05,0.8,0.7,0.0,3.0,0.6985369920730591,0.5244219554937197,DOWN,0.48731040954589844,0.5126895904541016
200,5,0.05,0.8,0.7,0.0,3.0,0.6985369920730591,0.5244219554937197,DOWN,0.48731040954589844,0.5126895904541016
300,5,0.05,0.8,0.7,0.0,3.0,0.6985369920730591,0.5244219554937197,DOWN,0.48731040954589844,0.5126895904541016
100,3,0.03,0.8,0.7,0.0,1.0,0.698679119348526,0.5274583677036836,DOWN,0.48821792006492615,0.5117820501327515
300,3,0.03,0.8,0.7,0.0,1.0,0.698679119348526,0.5274583677036836,DOWN,0.48821792006492615,0.5117820501327515
200,3,0.03,0.8,0.7,0.0,1.0,0.698679119348526,0.5274583677036836,DOWN,0.48821792006492615,0.5117820501327515
100,7,0.05,0.6,0.7,0.0,1.0,0.6986967176198959,0.5274542449444033,UP,0.5337291359901428,0.4662708640098572
200,7,0.05,0.6,0.7,0.0,1.0,0.6986967176198959,0.5274542449444033,UP,0.5337291359901428,0.4662708640098572
300,7,0.05,0.6,0.7,0.0,1.0,0.6986967176198959,0.5274542449444033,UP,0.5337291359901428,0.4662708640098572
100,5,0.03,0.8,0.7,0.0,1.0,0.698864683508873,0.5130884902320895,DOWN,0.401824027299881,0.5981760025024414
200,5,0.03,0.8,0.7,0.0,1.0,0.698864683508873,0.5130884902320895,DOWN,0.401824027299881,0.5981760025024414
300,5,0.03,0.8,0.7,0.0,1.0,0.698864683508873,0.5130884902320895,DOWN,0.401824027299881,0.5981760025024414
100,3,0.03,1.0,0.7,0.5,1.0,0.6989357322454453,0.540037936957794,UP,0.5509616136550903,0.44903838634490967
200,5,0.05,0.8,0.7,0.0,1.0,0.69899682700634,0.524810525555891,DOWN,0.4631754755973816,0.5368245244026184
100,5,0.05,0.8,0.7,0.0,1.0,0.69899682700634,0.524810525555891,DOWN,0.4631754755973816,0.5368245244026184
300,5,0.05,0.8,0.7,0.0,1.0,0.69899682700634,0.524810525555891,DOWN,0.4631754755973816,0.5368245244026184
300,3,0.03,0.6,0.7,0.5,3.0,0.6994318068027496,0.5280819350448337,UP,0.5050939917564392,0.4949060082435608
200,3,0.03,0.6,0.7,0.5,3.0,0.6994318068027496,0.5280819350448337,UP,0.5050939917564392,0.4949060082435608
200,7,0.03,0.8,0.7,0.5,3.0,0.6996519863605499,0.4975673322314628,UP,0.5235485434532166,0.47645145654678345
