feature,importance
vix_lag1,0.011056409
copper_macd,0.010657116
vix_lag2,0.010494824
ret_10d,0.009164538
icici_macd,0.009031731
dist_from_high_20,0.008919343
dxy_macd,0.00851466
hsi_macd,0.0083860345
metal_rsi,0.008257
bn_macd,0.008160019
macd_hist,0.008128938
us10y_macd,0.008060328
gold_crude_ratio,0.007944924
vix_spike,0.007866124
itc_adx,0.0077720587
month_sin,0.0077720457
hsi_rsi,0.007695785
crude_rsi,0.0076071145
pharma_adx,0.007509093
ret_20d,0.007434793
tcs_macd,0.007416387
tcs_adx,0.0074157696
itc_rsi,0.007396281
pe_ratio,0.0073808455
ema_dist_10,0.007369326
pharma_macd,0.007357395
fmcg_macd,0.0072216326
hdfc_rsi,0.0072200145
hdfc_macd,0.0071787178
metal_adx,0.007167907
energy_adx,0.0071574124
bn_nifty_ratio,0.0071223285
infra_macd,0.007107144
bb_width,0.0070760082
dxy_rsi,0.007060312
macd_hist_lag3,0.00702875
infra_wr,0.0070123924
it_macd,0.0068992344
ema_dist_50,0.006882439
dist_from_low_20,0.006873516
icici_adx,0.006807847
z20,0.006781983
itc_wr,0.006727604
us10y_rsi,0.006724524
vix_ma_ratio,0.006693527
ret_3d,0.0066821096
auto_wr,0.006666601
energy_wr,0.0066230153
vix_pct,0.0065777446
itc_macd,0.006516054
pharma_rsi,0.0065129963
nikkei_macd,0.0064963396
rel_macd,0.0064778468
auto_adx,0.0064690686
rsi_lag2,0.0063619977
energy_macd,0.006318694
rsi_lag3,0.006317332
gold_macd,0.006314441
silver_rsi,0.0062984494
metal_wr,0.0062691104
roc_10,0.0062169014
rel_adx,0.006187616
infra_rsi,0.0061714165
month_cos,0.006119581
energy_rsi,0.00611834
roc_5,0.006086856
bn_rsi,0.0060788435
auto_rsi,0.006060932
macd_hist_lag1,0.00605143
shanghai_macd,0.006026553
natgas_macd,0.0060036206
shanghai_rsi,0.0059584016
fmcg_adx,0.005926987
vix_usvix_ratio,0.0059231916
vix_lag3,0.0059082373
inda_adx,0.0058900295
rsi_slope,0.0058746343
atr_ratio,0.00587358
pharma_wr,0.0058544073
metal_macd,0.0058522173
natgas_rsi,0.005846129
cmf_proxy,0.005816741
it_wr,0.00581454
inda_rsi,0.0058034295
vix_lag5,0.0057678064
tcs_rsi,0.0057632565
gold_rsi,0.0057242992
us_vix_wr,0.005710224
gap_pct,0.005703775
eem_adx,0.00564028
nikkei_rsi,0.005625431
hdfc_wr,0.005592185
rel_wr,0.005547786
hdfc_adx,0.0055302875
dow_sin,0.005524523
spread,0.005524493
usdinr_z,0.00548698
crude_wr,0.005480922
ndx_rsi,0.0054637366
us_vix_macd,0.0054448037
rsi_lag1,0.0054411762
it_rsi,0.0054111797
tcs_ret,0.00537884
infra_adx,0.005318335
silver_macd,0.0053151394
adx,0.0052913274
it_adx,0.005268378
icici_wr,0.005239384
ndx_macd,0.005237285
roc_20,0.0051470273
crude_macd,0.005111596
us_vix_rsi,0.005107782
gold_adx,0.0051070396
crude_adx,0.0049628792
rsi_lag5,0.0049160323
or_range,0.0048840595
ha_trend,0.00485587
infra_ret,0.004846151
rel_rsi,0.0047858204
eem_wr,0.004778431
fmcg_wr,0.00477461
eem_macd,0.004761282
icici_rsi,0.0046959426
metal_ret,0.0046800836
kc_width,0.004670654
williams_r,0.0046500745
tcs_wr,0.004598953
dxy_ret,0.004565485
intraday_trend,0.004557027
sp_ret,0.0045343754
close_position,0.004467986
atr_expansion,0.0044482346
eem_ret,0.004428934
us_vix_adx,0.0044278605
fmcg_rsi,0.0043737427
lower_wick,0.0043477463
vix_accel,0.004228095
auto_macd,0.004203441
vwap_dev,0.004199504
shanghai_ret,0.004189403
eem_rsi,0.0041738534
icici_ret,0.0040614465
ret_5d,0.004060915
inda_macd,0.0040080156
gold_wr,0.003980557
energy_ret,0.003978287
nikkei_ret,0.003967523
rsi,0.0039428943
macd_hist_lag2,0.003914115
fmcg_ret,0.0038908292
copper_rsi,0.0038624348
silver_ret,0.0036984324
crude_ret,0.0036920842
us_vix_ret,0.003556605
consec_up,0.0034775084
natgas_ret,0.0034740714
engulfing,0.0034009623
pharma_ret,0.0033777403
body_pct,0.0033775833
buy_pct,0.0033566887
vix_change,0.003355339
gap_filled,0.0032834092
bn_vs_nifty,0.0032075387
rel_ret,0.003105545
gold_ret,0.0030990506
us10y_ret,0.0030872633
auto_ret,0.003066405
trend,0.003065661
sell_pct,0.003022577
hsi_ret,0.0029155856
itc_ret,0.0027875828
copper_ret,0.0027222778
it_ret,0.0026807121
dow_cos,0.0025373225
ndx_ret,0.002357982
range_pctile,0.002148801
hdfc_ret,0.0020662884
inda_wr,0.0020291058
upper_wick,0.002028404
inda_ret,0.0013986911
momentum_div,0.0011653039
obv_slope,0.0
bb_squeeze,0.0
