feature,importance
hsi_rsi,0.015432614
kc_width,0.011497313
itc_macd,0.010733693
rel_rsi,0.0106572155
ret_5d,0.010602865
itc_wr,0.009965489
eem_macd,0.009633468
eem_wr,0.009569589
dist_from_low_20,0.009368913
vix_lag1,0.009279964
pe_ratio,0.008976075
rsi_lag3,0.008967278
crude_ret,0.008960103
vix_ma_ratio,0.008933904
ema_dist_50,0.00872556
rsi_lag5,0.0086837085
bn_nifty_ratio,0.00865856
sp_ret,0.008492923
usdinr_z,0.008328504
roc_5,0.008254095
pharma_macd,0.008178822
infra_wr,0.008165097
energy_rsi,0.008005551
fmcg_macd,0.007960898
us10y_macd,0.0079413755
us_vix_rsi,0.007842492
shanghai_rsi,0.0077804183
eem_rsi,0.007767696
itc_rsi,0.0077254856
dist_from_high_20,0.0076682544
auto_macd,0.0076330905
bb_width,0.0076328577
hsi_macd,0.0075386073
energy_macd,0.0075304713
bn_rsi,0.007501707
fmcg_wr,0.007466144
hdfc_adx,0.007448112
month_sin,0.007400985
auto_ret,0.007324594
tcs_adx,0.00731048
inda_macd,0.0073003694
ret_10d,0.007290184
vix_lag3,0.007233778
dxy_macd,0.0072271195
eem_adx,0.007197916
natgas_rsi,0.0071957093
vix_lag2,0.0070837606
pharma_rsi,0.006971684
energy_adx,0.006958425
fmcg_rsi,0.006938335
z20,0.0067960913
us10y_rsi,0.0067923153
inda_adx,0.0067471084
tcs_rsi,0.00673232
fmcg_adx,0.0066807233
bb_squeeze,0.0066290796
tcs_macd,0.0065346146
it_macd,0.006504462
inda_wr,0.0064330483
roc_10,0.006417822
adx,0.0064024455
icici_adx,0.006380885
gold_ret,0.0063218367
icici_macd,0.006295902
metal_macd,0.006172126
rel_adx,0.006152532
itc_adx,0.006065824
pharma_wr,0.0060386723
gold_crude_ratio,0.0059953346
hdfc_macd,0.0059876405
tcs_wr,0.0059864866
gold_adx,0.0059836786
month_cos,0.005978172
copper_macd,0.005970618
rsi_slope,0.005970158
vix_accel,0.0059146625
infra_rsi,0.0058638547
silver_rsi,0.005844168
bn_macd,0.0058126207
rel_wr,0.005782411
bn_vs_nifty,0.0057622236
us_vix_macd,0.0057269624
natgas_macd,0.0057169707
crude_macd,0.0057122805
dxy_rsi,0.0057009165
auto_adx,0.0056875856
vix_pct,0.00565993
rel_macd,0.0055643846
crude_rsi,0.0054806946
us_vix_wr,0.005414686
hdfc_ret,0.0053900178
shanghai_macd,0.0053756377
spread,0.0053651384
roc_20,0.0053260983
macd_hist_lag2,0.0053123734
us_vix_adx,0.005307105
hdfc_rsi,0.0052555725
nikkei_rsi,0.0052366657
energy_wr,0.005224072
momentum_div,0.005216625
metal_rsi,0.0052127703
williams_r,0.0051426566
pharma_adx,0.0051161563
ret_3d,0.005089953
auto_rsi,0.0050836247
atr_expansion,0.0050671794
metal_adx,0.005063857
gold_rsi,0.0050275815
silver_macd,0.0049450337
intraday_trend,0.0049292347
crude_adx,0.0048532444
it_wr,0.004820494
us_vix_ret,0.004800368
atr_ratio,0.0047850576
macd_hist_lag1,0.0047711036
vwap_dev,0.0047434703
auto_wr,0.0047317734
gold_macd,0.0046421513
itc_ret,0.00459156
sell_pct,0.004586084
ema_dist_10,0.0045859483
copper_rsi,0.0045751194
macd_hist_lag3,0.0045485655
inda_rsi,0.0045229048
vix_usvix_ratio,0.004493275
nikkei_macd,0.0044913804
cmf_proxy,0.0043740766
it_adx,0.004365334
shanghai_ret,0.004287878
it_rsi,0.0042096325
crude_wr,0.004194585
body_pct,0.0041852607
energy_ret,0.0041638664
upper_wick,0.0041628582
ret_20d,0.0040874295
it_ret,0.004075903
tcs_ret,0.004072516
gap_pct,0.004025576
pharma_ret,0.003937108
or_range,0.0039018532
us10y_ret,0.003894837
silver_ret,0.0038844408
lower_wick,0.003792034
vix_lag5,0.0037874652
close_position,0.0037729715
metal_wr,0.0037376848
metal_ret,0.0037263401
gold_wr,0.003627873
ndx_rsi,0.003601883
macd_hist,0.003586489
hsi_ret,0.0034716984
eem_ret,0.0033007588
nikkei_ret,0.0032516161
buy_pct,0.0032388542
range_pctile,0.0032258849
rsi,0.0032167074
vix_change,0.0031567712
rel_ret,0.003070807
engulfing,0.0030296273
icici_ret,0.0028548706
fmcg_ret,0.0028024127
ndx_macd,0.0025653362
rsi_lag2,0.0024475458
infra_ret,0.0024240804
consec_up,0.002393658
dxy_ret,0.0023932734
natgas_ret,0.0022734643
hdfc_wr,0.002194912
infra_adx,0.002107128
copper_ret,0.0020758267
icici_rsi,0.0019005375
infra_macd,0.0015283808
inda_ret,0.0013459357
icici_wr,0.0013406607
dow_cos,0.0011012914
ha_trend,0.0010456783
gap_filled,0.0
obv_slope,0.0
rsi_lag1,0.0
trend,0.0
vix_spike,0.0
dow_sin,0.0
ndx_ret,0.0
