feature,importance
vix_lag1,0.035058215
vix_lag2,0.030917117
kc_width,0.024766464
pe_ratio,0.023213724
inda_wr,0.014729497
dist_from_high_20,0.014474496
shanghai_rsi,0.013993954
eem_rsi,0.013741899
bn_nifty_ratio,0.013541948
crude_macd,0.013258855
us_vix_adx,0.012146027
macd_hist,0.012123939
fmcg_rsi,0.012116898
pharma_adx,0.011242256
itc_rsi,0.011052148
energy_adx,0.0109774005
fmcg_adx,0.01089568
vix_pct,0.010732361
infra_rsi,0.010017268
ema_dist_50,0.009846179
crude_rsi,0.009807203
eem_adx,0.009642869
macd_hist_lag3,0.0095881075
it_rsi,0.009575465
rsi_lag1,0.009557039
vix_usvix_ratio,0.00949139
metal_macd,0.009416664
hdfc_adx,0.00930669
pharma_rsi,0.009245857
bn_rsi,0.008974651
hdfc_macd,0.0087470105
vix_lag3,0.008686057
inda_adx,0.008641721
rel_macd,0.008281132
copper_macd,0.008184874
fmcg_macd,0.0076953196
vix_ma_ratio,0.007688956
z20,0.007629722
icici_macd,0.007582288
rsi_lag2,0.007575621
rsi_lag3,0.007552141
consec_up,0.0074972534
hsi_rsi,0.0074695693
energy_macd,0.007465129
metal_adx,0.0072704437
it_macd,0.007021656
roc_20,0.0069193547
icici_rsi,0.0069066817
spread,0.006838737
bn_macd,0.0068110074
us_vix_wr,0.0068105888
hdfc_wr,0.006605942
icici_adx,0.0065342025
intraday_trend,0.006479959
us_vix_rsi,0.0064783134
eem_macd,0.006339654
pharma_macd,0.0063393917
eem_wr,0.0062587652
rsi,0.0062116943
infra_adx,0.0061894422
infra_wr,0.0061796354
month_cos,0.00617711
infra_macd,0.006171648
ret_3d,0.0061645
ema_dist_10,0.006036294
itc_adx,0.005999615
gold_adx,0.005983375
sp_ret,0.005907369
dist_from_low_20,0.0058921846
silver_rsi,0.005811569
gold_crude_ratio,0.005798267
rel_wr,0.005746239
metal_ret,0.0056104143
crude_adx,0.0056032552
us10y_rsi,0.005601805
it_wr,0.005601779
copper_rsi,0.005583158
metal_rsi,0.0055450704
fmcg_ret,0.00551378
natgas_macd,0.0054248064
pharma_wr,0.005306864
metal_wr,0.0052863755
macd_hist_lag2,0.005239251
roc_5,0.005212142
itc_wr,0.005209187
energy_wr,0.0051541156
adx,0.005125812
macd_hist_lag1,0.0051132315
tcs_macd,0.005111925
auto_macd,0.0050260713
rel_adx,0.0050023757
infra_ret,0.004928029
inda_macd,0.0049067824
gold_rsi,0.004838183
atr_ratio,0.004806867
tcs_ret,0.0047607557
natgas_rsi,0.0047140615
it_adx,0.0046842657
vix_lag5,0.0045997794
hsi_macd,0.004584197
month_sin,0.004455748
gold_macd,0.0044519845
eem_ret,0.0044475887
it_ret,0.0044474616
dxy_macd,0.004446587
tcs_adx,0.0043460988
crude_wr,0.0043007615
us10y_ret,0.0040647024
auto_rsi,0.003883554
close_position,0.003880908
bb_width,0.0038125857
hdfc_rsi,0.0036482697
bn_vs_nifty,0.003598809
ndx_macd,0.0035194992
itc_ret,0.0034790104
hsi_ret,0.0034625744
us_vix_macd,0.0033766828
lower_wick,0.0033712778
dxy_rsi,0.0033674047
us_vix_ret,0.0032667702
nikkei_macd,0.0032657315
auto_adx,0.0031744817
atr_expansion,0.0031106207
natgas_ret,0.00306032
dxy_ret,0.0030257646
vwap_dev,0.0030094038
gap_pct,0.0029242178
shanghai_macd,0.0029091772
us10y_macd,0.0028732312
upper_wick,0.0028290243
itc_macd,0.0028227898
tcs_wr,0.002796259
rel_rsi,0.0027817986
tcs_rsi,0.0027517143
body_pct,0.0026997332
hdfc_ret,0.002592542
ndx_rsi,0.0025377895
usdinr_z,0.0024977112
ndx_ret,0.0024830538
icici_ret,0.0024723574
gold_ret,0.0023299563
gold_wr,0.002091243
energy_rsi,0.0020642777
nikkei_rsi,0.0019474169
vix_change,0.001892908
energy_ret,0.0018783725
cmf_proxy,0.0018219629
icici_wr,0.0018170777
sell_pct,0.001785723
rsi_slope,0.0015756299
rsi_lag5,0.0014737699
crude_ret,0.0014437747
silver_macd,0.0014228553
pharma_ret,0.0013129076
silver_ret,0.0012988896
williams_r,0.00093024154
or_range,0.00089652033
roc_10,0.0006146307
ha_trend,0.00054620305
rel_ret,0.0004513763
range_pctile,3.1259577e-05
trend,0.0
vix_spike,0.0
vix_accel,0.0
dow_sin,0.0
dow_cos,0.0
bb_squeeze,0.0
inda_ret,0.0
ret_20d,0.0
momentum_div,0.0
engulfing,0.0
gap_filled,0.0
obv_slope,0.0
auto_ret,0.0
inda_rsi,0.0
fmcg_wr,0.0
auto_wr,0.0
copper_ret,0.0
shanghai_ret,0.0
nikkei_ret,0.0
ret_5d,0.0
ret_10d,0.0
buy_pct,0.0
